Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24
1311,6199,0.143,0.058,0.078,0.074,0.035,0.021,0.014,0.014,0.040,0.037,0.068,0.061,0.013,0.052,0.049,0.039,0.022,0.045,0.008,0.048,0.014,0.035,0.033,0.000
1312,4135,0.134,0.009,0.080,0.031,0.029,0.045,0.021,0.003,0.068,0.021,0.005,0.030,0.074,0.031,0.031,0.038,0.023,0.028,0.025,0.044,0.010,0.009,0.030,0.012
1313,4512,0.125,0.050,0.066,0.001,0.041,0.032,0.012,0.014,0.082,0.007,0.051,0.063,0.004,0.042,0.047,0.039,0.035,0.040,0.037,0.019,0.044,0.023,0.046,0.009
1314,3221,0.130,0.020,0.076,0.062,0.077,0.039,0.050,0.066,0.035,0.001,0.062,0.029,0.073,0.016,0.040,0.031,0.050,0.049,0.024,0.009,0.010,0.029,0.021,0.000
1315,3315,0.106,0.040,0.044,0.006,0.050,0.035,0.030,0.049,0.041,0.019,0.019,0.007,0.058,0.302,0.037,0.045,0.046,0.048,0.006,0.011,0.000,0.000,0.000,0.000
1316,5357,0.139,0.083,0.015,0.063,0.036,0.063,0.019,0.076,0.018,0.004,0.002,0.022,0.079,0.027,0.022,0.033,0.020,0.020,0.040,0.048,0.033,0.013,0.044,0.013
1317,3493,0.122,0.072,0.041,0.018,0.081,0.054,0.054,0.082,0.076,0.003,0.033,0.047,0.020,0.053,0.038,0.036,0.025,0.028,0.021,0.047,0.010,0.014,0.026,0.000
1318,5008,0.145,0.030,0.036,0.012,0.083,0.060,0.001,0.033,0.067,0.053,0.047,0.069,0.014,0.022,0.049,0.043,0.050,0.050,0.012,0.030,0.021,0.048,0.017,0.009
1319,4006,0.113,0.017,0.005,0.025,0.078,0.060,0.006,0.028,0.007,0.006,0.060,0.058,0.068,0.032,0.027,0.037,0.026,0.041,0.021,0.004,0.006,0.027,0.033,0.021
1320,3626,0.136,0.082,0.063,0.045,0.078,0.039,0.037,0.067,0.051,0.013,0.004,0.003,0.026,0.160,0.043,0.049,0.034,0.021,0.003,0.006,0.019,0.010,0.001,0.010
1321,5593,0.107,0.027,0.003,0.065,0.053,0.037,0.061,0.052,0.023,0.010,0.029,0.079,0.002,0.179,0.040,0.023,0.027,0.035,0.008,0.024,0.042,0.050,0.003,0.003
1322,4425,0.102,0.025,0.007,0.081,0.017,0.041,0.069,0.009,0.011,0.070,0.027,0.012,0.023,0.085,0.035,0.028,0.023,0.022,0.023,0.023,0.047,0.013,0.042,0.018
1323,3551,0.122,0.073,0.051,0.032,0.022,0.082,0.025,0.021,0.053,0.036,0.044,0.031,0.035,0.118,0.033,0.040,0.026,0.034,0.037,0.031,0.042,0.008,0.001,0.004
1324,3425,0.127,0.042,0.048,0.005,0.048,0.057,0.022,0.082,0.019,0.043,0.078,0.066,0.011,0.047,0.039,0.044,0.027,0.025,0.018,0.048,0.014,0.043,0.043,0.000
1325,3820,0.130,0.083,0.075,0.014,0.062,0.004,0.024,0.064,0.044,0.070,0.068,0.008,0.079,0.025,0.025,0.030,0.045,0.049,0.028,0.032,0.012,0.009,0.022,0.000
1326,3918,0.144,0.029,0.062,0.070,0.003,0.080,0.030,0.049,0.076,0.063,0.076,0.015,0.043,0.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1327,3151,0.129,0.032,0.047,0.064,0.026,0.056,0.052,0.083,0.039,0.033,0.037,0.071,0.031,0.083,0.035,0.040,0.033,0.025,0.038,0.039,0.007,0.000,0.000,0.000
1328,3312,0.136,0.065,0.007,0.057,0.003,0.011,0.068,0.057,0.061,0.074,0.002,0.066,0.051,0.081,0.028,0.048,0.039,0.038,0.037,0.034,0.032,0.004,0.000,0.000
1329,4873,0.142,0.067,0.070,0.018,0.066,0.065,0.021,0.075,0.048,0.010,0.064,0.038,0.035,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1330,11372,0.143,0.007,0.078,0.064,0.067,0.077,0.009,0.039,0.045,0.018,0.028,0.066,0.009,0.064,0.043,0.032,0.031,0.024,0.034,0.043,0.017,0.015,0.033,0.013
1331,3622,0.116,0.051,0.006,0.057,0.035,0.035,0.064,0.029,0.035,0.063,0.068,0.055,0.009,0.038,0.038,0.044,0.042,0.028,0.023,0.002,0.007,0.020,0.041,0.036
1332,5742,0.113,0.058,0.034,0.010,0.046,0.028,0.052,0.050,0.054,0.050,0.076,0.054,0.036,0.016,0.050,0.033,0.023,0.026,0.029,0.005,0.001,0.037,0.003,0.038
1333,6061,0.108,0.000,0.026,0.042,0.078,0.014,0.075,0.063,0.072,0.009,0.050,0.017,0.055,0.027,0.048,0.030,0.036,0.038,0.042,0.005,0.024,0.030,0.012,0.046
1334,4024,0.140,0.002,0.034,0.018,0.070,0.022,0.046,0.068,0.072,0.060,0.049,0.025,0.066,0.058,0.038,0.043,0.020,0.046,0.034,0.039,0.042,0.000,0.000,0.000
1335,3625,0.107,0.071,0.060,0.020,0.064,0.064,0.066,0.027,0.069,0.053,0.049,0.064,0.082,0.043,0.041,0.035,0.048,0.038,0.000,0.000,0.000,0.000,0.000,0.000
1336,3485,0.111,0.053,0.050,0.027,0.042,0.048,0.000,0.056,0.020,0.055,0.039,0.073,0.035,0.059,0.036,0.024,0.030,0.041,0.008,0.033,0.033,0.034,0.020,0.049
1337,3354,0.130,0.003,0.038,0.062,0.078,0.005,0.052,0.082,0.034,0.076,0.048,0.075,0.030,0.203,0.040,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1338,3927,0.111,0.026,0.017,0.046,0.068,0.075,0.044,0.052,0.073,0.027,0.003,0.034,0.057,0.048,0.026,0.021,0.036,0.043,0.034,0.013,0.038,0.020,0.049,0.031
1339,4737,0.133,0.018,0.034,0.058,0.061,0.003,0.078,0.047,0.066,0.046,0.078,0.005,0.078,0.016,0.044,0.025,0.021,0.038,0.033,0.011,0.027,0.042,0.023,0.017
1340,4011,0.140,0.080,0.043,0.064,0.050,0.042,0.080,0.053,0.013,0.053,0.021,0.037,0.060,0.063,0.047,0.046,0.028,0.023,0.045,0.012,0.000,0.000,0.000,0.000
1341,6029,0.145,0.031,0.083,0.014,0.071,0.078,0.079,0.083,0.059,0.063,0.001,0.051,0.020,0.019,0.037,0.049,0.049,0.030,0.035,0.002,0.000,0.000,0.000,0.000
1342,2734,0.147,0.039,0.068,0.050,0.011,0.030,0.043,0.013,0.000,0.023,0.049,0.061,0.041,0.045,0.028,0.049,0.029,0.045,0.048,0.017,0.010,0.016,0.022,0.029
1343,2912,0.117,0.079,0.066,0.065,0.078,0.081,0.004,0.027,0.052,0.037,0.021,0.002,0.036,0.026,0.023,0.028,0.041,0.030,0.013,0.013,0.046,0.016,0.004,0.007
1344,4899,0.119,0.013,0.045,0.043,0.064,0.042,0.040,0.012,0.062,0.048,0.053,0.012,0.018,0.064,0.048,0.047,0.028,0.031,0.003,0.048,0.014,0.033,0.020,0.047
1345,3682,0.119,0.029,0.043,0.022,0.069,0.042,0.051,0.073,0.035,0.006,0.001,0.014,0.003,0.035,0.048,0.033,0.036,0.036,0.044,0.018,0.047,0.026,0.040,0.023
1346,5495,0.142,0.059,0.061,0.055,0.054,0.026,0.071,0.012,0.061,0.023,0.034,0.004,0.073,0.174,0.029,0.046,0.047,0.028,0.000,0.000,0.000,0.000,0.000,0.000
1347,4499,0.118,0.030,0.023,0.078,0.002,0.057,0.033,0.032,0.013,0.047,0.044,0.016,0.067,0.134,0.044,0.040,0.034,0.036,0.011,0.002,0.002,0.048,0.003,0.032
1348,4075,0.124,0.002,0.034,0.076,0.054,0.002,0.082,0.071,0.038,0.041,0.054,0.027,0.042,0.073,0.032,0.041,0.041,0.022,0.044,0.026,0.037,0.008,0.029,0.000
1349,4927,0.100,0.020,0.064,0.075,0.055,0.042,0.081,0.045,0.071,0.007,0.050,0.040,0.034,0.034,0.035,0.029,0.049,0.022,0.039,0.016,0.005,0.011,0.036,0.039
1350,7419,0.134,0.079,0.013,0.072,0.042,0.039,0.013,0.002,0.011,0.048,0.046,0.079,0.056,0.014,0.037,0.046,0.026,0.026,0.039,0.026,0.020,0.024,0.011,0.036
1351,3604,0.124,0.021,0.075,0.070,0.058,0.068,0.079,0.074,0.024,0.009,0.046,0.023,0.033,0.027,0.041,0.045,0.028,0.033,0.037,0.028,0.001,0.021,0.001,0.001
1352,3959,0.122,0.014,0.065,0.038,0.069,0.070,0.018,0.001,0.042,0.039,0.059,0.046,0.035,0.007,0.034,0.046,0.022,0.022,0.030,0.030,0.001,0.047,0.034,0.020
1353,3507,0.123,0.022,0.020,0.047,0.082,0.021,0.073,0.064,0.007,0.078,0.007,0.071,0.059,0.038,0.049,0.033,0.033,0.047,0.026,0.032,0.017,0.033,0.005,0.012
1354,6019,0.101,0.067,0.002,0.005,0.054,0.057,0.074,0.013,0.009,0.072,0.082,0.071,0.025,0.081,0.029,0.023,0.033,0.028,0.028,0.011,0.041,0.037,0.042,0.015
1355,6221,0.139,0.080,0.032,0.069,0.074,0.048,0.037,0.006,0.037,0.038,0.039,0.000,0.046,0.050,0.048,0.021,0.039,0.043,0.036,0.007,0.020,0.005,0.023,0.019
1356,8661,0.112,0.069,0.049,0.069,0.036,0.006,0.034,0.017,0.039,0.001,0.061,0.044,0.015,0.030,0.036,0.035,0.022,0.028,0.007,0.030,0.023,0.023,0.015,0.006
1357,4971,0.116,0.028,0.032,0.001,0.063,0.017,0.013,0.048,0.060,0.070,0.013,0.050,0.075,0.033,0.033,0.031,0.044,0.024,0.007,0.032,0.048,0.027,0.043,0.040
1358,6469,0.135,0.005,0.025,0.075,0.015,0.043,0.039,0.018,0.007,0.070,0.065,0.070,0.010,0.009,0.029,0.027,0.029,0.030,0.010,0.023,0.031,0.002,0.044,0.015
1359,9165,0.132,0.015,0.045,0.025,0.009,0.024,0.013,0.010,0.030,0.047,0.068,0.059,0.002,0.252,0.036,0.048,0.034,0.049,0.030,0.020,0.017,0.022,0.015,0.000
1360,4407,0.114,0.045,0.053,0.078,0.042,0.031,0.051,0.068,0.064,0.045,0.007,0.072,0.067,0.080,0.027,0.043,0.028,0.035,0.009,0.015,0.027,0.000,0.000,0.000
1361,6673,0.117,0.005,0.016,0.065,0.079,0.048,0.081,0.074,0.024,0.075,0.063,0.079,0.068,0.006,0.023,0.032,0.044,0.028,0.043,0.009,0.001,0.009,0.010,0.002
1362,2811,0.123,0.035,0.038,0.060,0.039,0.071,0.040,0.046,0.025,0.060,0.035,0.072,0.074,0.088,0.046,0.043,0.025,0.023,0.023,0.034,0.000,0.000,0.000,0.000
1363,6745,0.139,0.015,0.036,0.019,0.043,0.062,0.019,0.082,0.033,0.073,0.016,0.026,0.045,0.016,0.035,0.031,0.039,0.024,0.002,0.044,0.022,0.033,0.004,0.048
1364,4233,0.102,0.069,0.042,0.007,0.036,0.057,0.029,0.055,0.056,0.038,0.074,0.040,0.049,0.027,0.028,0.042,0.020,0.020,0.047,0.033,0.015,0.012,0.010,0.048
1365,4744,0.139,0.038,0.081,0.059,0.064,0.022,0.078,0.055,0.030,0.027,0.071,0.026,0.037,0.018,0.034,0.035,0.024,0.047,0.016,0.014,0.002,0.015,0.010,0.009
1366,3801,0.117,0.020,0.039,0.055,0.061,0.008,0.038,0.024,0.031,0.065,0.007,0.082,0.059,0.096,0.049,0.037,0.023,0.026,0.015,0.012,0.032,0.015,0.013,0.046
1367,5078,0.145,0.048,0.072,0.041,0.063,0.076,0.013,0.021,0.052,0.028,0.071,0.004,0.045,0.170,0.034,0.026,0.045,0.045,0.000,0.000,0.000,0.000,0.000,0.000
1368,2999,0.146,0.046,0.043,0.065,0.031,0.009,0.023,0.024,0.061,0.033,0.011,0.031,0.064,0.011,0.040,0.046,0.027,0.022,0.012,0.031,0.017,0.022,0.040,0.047
1369,3667,0.140,0.025,0.025,0.030,0.014,0.026,0.000,0.058,0.047,0.049,0.000,0.026,0.004,0.216,0.032,0.040,0.027,0.037,0.016,0.026,0.025,0.015,0.025,0.017
1370,3396,0.124,0.008,0.079,0.058,0.005,0.035,0.021,0.032,0.024,0.006,0.037,0.045,0.064,0.235,0.043,0.031,0.036,0.025,0.021,0.030,0.021,0.021,0.000,0.000
1371,3182,0.132,0.059,0.057,0.020,0.058,0.039,0.076,0.031,0.063,0.059,0.029,0.004,0.076,0.047,0.021,0.040,0.042,0.035,0.009,0.024,0.027,0.047,0.004,0.000
1372,3517,0.120,0.043,0.065,0.048,0.058,0.011,0.029,0.026,0.031,0.044,0.005,0.022,0.082,0.076,0.049,0.031,0.022,0.023,0.037,0.009,0.019,0.005,0.028,0.036
1373,2725,0.126,0.044,0.016,0.029,0.006,0.020,0.040,0.069,0.039,0.027,0.024,0.072,0.034,0.109,0.020,0.042,0.041,0.043,0.013,0.012,0.042,0.019,0.029,0.018
1374,3462,0.117,0.068,0.047,0.046,0.003,0.050,0.043,0.034,0.043,0.022,0.054,0.017,0.008,0.021,0.036,0.024,0.032,0.023,0.015,0.022,0.010,0.019,0.042,0.033
1375,3923,0.123,0.053,0.068,0.064,0.013,0.005,0.033,0.070,0.038,0.039,0.006,0.006,0.007,0.049,0.037,0.032,0.041,0.023,0.008,0.035,0.035,0.039,0.018,0.025
1376,6321,0.109,0.055,0.019,0.030,0.037,0.038,0.037,0.031,0.003,0.033,0.019,0.030,0.062,0.087,0.029,0.049,0.039,0.040,0.018,0.014,0.037,0.014,0.043,0.024
1377,4354,0.118,0.072,0.004,0.041,0.016,0.046,0.039,0.017,0.071,0.003,0.020,0.065,0.037,0.022,0.028,0.040,0.043,0.047,0.030,0.049,0.033,0.026,0.024,0.039
1378,4544,0.102,0.065,0.083,0.063,0.039,0.005,0.009,0.050,0.078,0.057,0.083,0.042,0.033,0.203,0.043,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1379,3134,0.149,0.069,0.024,0.017,0.083,0.077,0.036,0.079,0.056,0.067,0.058,0.071,0.048,0.085,0.034,0.047,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1380,5027,0.144,0.034,0.004,0.040,0.003,0.039,0.009,0.024,0.081,0.026,0.015,0.005,0.076,0.112,0.031,0.037,0.027,0.034,0.021,0.039,0.020,0.004,0.004,0.039
1381,2906,0.126,0.035,0.028,0.014,0.044,0.081,0.006,0.002,0.081,0.037,0.053,0.070,0.077,0.059,0.027,0.047,0.037,0.045,0.023,0.035,0.042,0.031,0.000,0.000
1382,3493,0.127,0.027,0.068,0.003,0.025,0.062,0.021,0.054,0.020,0.035,0.013,0.019,0.048,0.081,0.027,0.033,0.021,0.025,0.021,0.035,0.005,0.031,0.027,0.017
1383,3612,0.123,0.000,0.068,0.063,0.076,0.017,0.037,0.049,0.008,0.031,0.033,0.057,0.038,0.064,0.027,0.030,0.048,0.027,0.039,0.018,0.047,0.001,0.020,0.025
1384,3218,0.126,0.075,0.040,0.067,0.027,0.063,0.076,0.073,0.030,0.081,0.066,0.064,0.074,0.053,0.031,0.048,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1385,3320,0.123,0.071,0.065,0.073,0.060,0.038,0.009,0.010,0.069,0.015,0.028,0.078,0.033,0.017,0.034,0.027,0.033,0.047,0.012,0.036,0.044,0.006,0.017,0.027
1386,4178,0.120,0.034,0.018,0.052,0.046,0.050,0.079,0.022,0.053,0.033,0.011,0.057,0.033,0.055,0.035,0.033,0.033,0.033,0.042,0.027,0.035,0.016,0.000,0.033
1387,2997,0.106,0.054,0.054,0.034,0.073,0.023,0.067,0.033,0.073,0.078,0.026,0.009,0.023,0.034,0.044,0.041,0.045,0.038,0.027,0.029,0.044,0.030,0.002,0.010
1388,5265,0.122,0.071,0.010,0.071,0.055,0.018,0.011,0.027,0.071,0.070,0.070,0.014,0.006,0.105,0.041,0.035,0.022,0.028,0.019,0.028,0.017,0.047,0.007,0.034
1389,9949,0.123,0.007,0.033,0.005,0.011,0.041,0.037,0.050,0.055,0.070,0.048,0.040,0.041,0.034,0.048,0.040,0.033,0.033,0.022,0.026,0.005,0.031,0.039,0.044
1390,4352,0.148,0.023,0.024,0.051,0.073,0.012,0.056,0.073,0.074,0.034,0.083,0.069,0.002,0.003,0.039,0.039,0.039,0.045,0.020,0.013,0.034,0.000,0.046,0.000
1391,6335,0.112,0.033,0.043,0.026,0.034,0.023,0.028,0.014,0.067,0.055,0.018,0.038,0.074,0.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1392,4604,0.107,0.068,0.032,0.026,0.014,0.063,0.057,0.066,0.040,0.074,0.045,0.076,0.054,0.234,0.044,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1393,6079,0.144,0.048,0.024,0.057,0.062,0.026,0.048,0.024,0.059,0.069,0.056,0.051,0.064,0.043,0.031,0.043,0.034,0.028,0.048,0.002,0.023,0.008,0.009,0.000
1394,4162,0.149,0.080,0.073,0.045,0.047,0.013,0.073,0.042,0.051,0.027,0.014,0.071,0.001,0.034,0.028,0.029,0.033,0.044,0.019,0.039,0.013,0.004,0.026,0.031
1395,6569,0.140,0.043,0.052,0.047,0.078,0.029,0.026,0.030,0.041,0.066,0.002,0.019,0.026,0.003,0.034,0.030,0.047,0.045,0.022,0.034,0.011,0.033,0.039,0.019
1396,4023,0.133,0.039,0.058,0.070,0.015,0.049,0.059,0.033,0.053,0.054,0.000,0.019,0.033,0.125,0.038,0.039,0.021,0.024,0.044,0.039,0.007,0.033,0.004,0.003
1397,5124,0.117,0.011,0.020,0.035,0.008,0.067,0.029,0.014,0.032,0.057,0.015,0.032,0.028,0.034,0.041,0.038,0.043,0.028,0.004,0.024,0.027,0.026,0.007,0.049
1398,6074,0.140,0.054,0.017,0.015,0.064,0.074,0.038,0.025,0.049,0.004,0.029,0.047,0.015,0.107,0.050,0.044,0.024,0.048,0.037,0.050,0.003,0.030,0.030,0.005
1399,3519,0.148,0.030,0.018,0.008,0.047,0.072,0.000,0.073,0.054,0.002,0.023,0.062,0.039,0.125,0.027,0.036,0.029,0.030,0.004,0.023,0.007,0.029,0.010,0.046
1400,5647,0.132,0.078,0.083,0.002,0.046,0.066,0.018,0.073,0.040,0.045,0.002,0.048,0.027,0.195,0.028,0.049,0.027,0.025,0.002,0.015,0.000,0.000,0.000,0.000
1401,3824,0.124,0.033,0.042,0.026,0.066,0.010,0.063,0.062,0.033,0.062,0.044,0.075,0.044,0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1402,3980,0.149,0.071,0.005,0.057,0.067,0.027,0.060,0.001,0.076,0.035,0.008,0.026,0.038,0.015,0.027,0.026,0.021,0.045,0.004,0.038,0.039,0.017,0.011,0.012
1403,5311,0.143,0.019,0.001,0.003,0.050,0.041,0.025,0.005,0.082,0.077,0.067,0.036,0.036,0.044,0.046,0.050,0.050,0.020,0.034,0.009,0.047,0.040,0.019,0.013
1404,4318,0.131,0.069,0.079,0.066,0.049,0.069,0.008,0.073,0.045,0.051,0.009,0.080,0.010,0.070,0.048,0.043,0.025,0.030,0.003,0.003,0.031,0.008,0.000,0.000
1405,3860,0.124,0.059,0.021,0.070,0.006,0.049,0.038,0.029,0.021,0.011,0.061,0.055,0.031,0.022,0.047,0.035,0.020,0.044,0.006,0.015,0.031,0.039,0.040,0.002
1406,4076,0.136,0.068,0.037,0.026,0.083,0.074,0.048,0.049,0.056,0.046,0.046,0.042,0.066,0.011,0.033,0.050,0.028,0.027,0.048,0.014,0.010,0.000,0.000,0.000
1407,5455,0.110,0.054,0.035,0.052,0.047,0.066,0.039,0.051,0.055,0.033,0.028,0.049,0.071,0.109,0.041,0.025,0.030,0.034,0.023,0.018,0.029,0.000,0.000,0.000
1408,4323,0.142,0.009,0.063,0.047,0.014,0.062,0.007,0.031,0.035,0.081,0.067,0.053,0.055,0.071,0.049,0.025,0.033,0.027,0.008,0.029,0.030,0.033,0.002,0.024
1409,4755,0.140,0.022,0.007,0.015,0.083,0.045,0.021,0.021,0.032,0.004,0.025,0.055,0.081,0.025,0.028,0.021,0.046,0.028,0.034,0.045,0.049,0.024,0.007,0.045
1410,3704,0.143,0.023,0.010,0.040,0.048,0.023,0.000,0.063,0.065,0.082,0.059,0.065,0.024,0.028,0.022,0.043,0.034,0.046,0.046,0.030,0.024,0.023,0.033,0.025
1411,4071,0.119,0.082,0.059,0.069,0.011,0.061,0.050,0.014,0.026,0.064,0.072,0.023,0.006,0.192,0.022,0.029,0.041,0.021,0.016,0.018,0.004,0.000,0.000,0.000
1412,4715,0.110,0.004,0.016,0.057,0.009,0.033,0.065,0.064,0.043,0.047,0.055,0.026,0.069,0.073,0.026,0.032,0.043,0.024,0.010,0.007,0.024,0.048,0.031,0.003
1413,4625,0.107,0.042,0.058,0.047,0.053,0.065,0.001,0.077,0.050,0.056,0.063,0.075,0.001,0.091,0.042,0.044,0.046,0.049,0.032,0.000,0.000,0.000,0.000,0.000
1414,4243,0.146,0.035,0.061,0.051,0.051,0.066,0.018,0.003,0.065,0.081,0.053,0.072,0.052,0.167,0.044,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1415,5293,0.118,0.062,0.005,0.035,0.029,0.060,0.001,0.070,0.024,0.066,0.021,0.071,0.064,0.011,0.024,0.046,0.027,0.043,0.024,0.044,0.003,0.028,0.034,0.020
1416,2821,0.119,0.013,0.007,0.054,0.041,0.075,0.014,0.006,0.022,0.054,0.013,0.056,0.036,0.034,0.029,0.029,0.023,0.029,0.026,0.005,0.029,0.022,0.033,0.006
1417,4168,0.113,0.045,0.035,0.024,0.074,0.071,0.025,0.054,0.062,0.069,0.015,0.016,0.041,0.105,0.043,0.031,0.027,0.037,0.022,0.027,0.044,0.020,0.000,0.000
1418,3424,0.103,0.005,0.017,0.023,0.082,0.058,0.052,0.041,0.053,0.081,0.044,0.028,0.052,0.016,0.043,0.023,0.028,0.026,0.039,0.045,0.014,0.004,0.025,0.034
1419,3479,0.138,0.011,0.067,0.028,0.049,0.074,0.073,0.048,0.032,0.046,0.045,0.018,0.025,0.090,0.036,0.043,0.024,0.035,0.000,0.013,0.012,0.015,0.009,0.001
1420,2802,0.128,0.033,0.004,0.072,0.076,0.048,0.010,0.055,0.067,0.021,0.073,0.078,0.017,0.022,0.040,0.044,0.049,0.043,0.017,0.032,0.029,0.014,0.025,0.000
1421,3026,0.130,0.056,0.005,0.047,0.045,0.045,0.056,0.002,0.004,0.047,0.054,0.021,0.065,0.047,0.032,0.030,0.022,0.035,0.041,0.029,0.030,0.013,0.038,0.000
1422,4553,0.118,0.071,0.010,0.038,0.068,0.028,0.031,0.074,0.057,0.058,0.072,0.039,0.055,0.078,0.031,0.037,0.022,0.047,0.019,0.001,0.035,0.012,0.000,0.000
1423,6060,0.136,0.016,0.056,0.050,0.021,0.077,0.043,0.014,0.061,0.003,0.021,0.043,0.039,0.072,0.021,0.040,0.032,0.029,0.015,0.009,0.044,0.038,0.009,0.006
1424,3635,0.120,0.022,0.034,0.059,0.028,0.060,0.047,0.071,0.077,0.028,0.074,0.061,0.033,0.035,0.046,0.035,0.026,0.049,0.004,0.042,0.046,0.001,0.000,0.000
1425,2882,0.111,0.000,0.065,0.038,0.083,0.016,0.004,0.028,0.068,0.029,0.065,0.026,0.039,0.122,0.026,0.048,0.036,0.045,0.004,0.001,0.017,0.031,0.018,0.043
1426,4088,0.117,0.013,0.075,0.022,0.057,0.068,0.066,0.033,0.032,0.017,0.042,0.037,0.033,0.052,0.047,0.028,0.047,0.026,0.045,0.045,0.020,0.026,0.008,0.004
1427,2834,0.104,0.042,0.011,0.077,0.070,0.040,0.030,0.019,0.028,0.029,0.022,0.020,0.059,0.154,0.024,0.043,0.034,0.031,0.004,0.041,0.045,0.023,0.047,0.000
1428,4290,0.130,0.028,0.025,0.081,0.004,0.015,0.017,0.081,0.075,0.019,0.066,0.059,0.066,0.007,0.032,0.032,0.044,0.044,0.018,0.025,0.036,0.019,0.008,0.045
1429,3553,0.150,0.070,0.052,0.002,0.047,0.079,0.083,0.033,0.049,0.040,0.069,0.058,0.048,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1430,6018,0.131,0.063,0.066,0.039,0.041,0.043,0.003,0.003,0.003,0.006,0.063,0.073,0.027,0.031,0.046,0.024,0.034,0.039,0.015,0.021,0.024,0.014,0.023,0.043
1431,3547,0.122,0.058,0.015,0.072,0.022,0.057,0.029,0.018,0.056,0.072,0.068,0.044,0.069,0.016,0.026,0.046,0.041,0.047,0.043,0.037,0.041,0.000,0.000,0.000
1432,3945,0.120,0.018,0.011,0.068,0.023,0.008,0.034,0.052,0.083,0.068,0.054,0.009,0.020,0.033,0.023,0.034,0.044,0.033,0.016,0.019,0.011,0.046,0.004,0.048
1433,4618,0.105,0.065,0.023,0.062,0.009,0.041,0.008,0.027,0.025,0.058,0.080,0.060,0.081,0.053,0.024,0.023,0.048,0.047,0.039,0.045,0.006,0.040,0.023,0.009
1434,6107,0.123,0.054,0.068,0.066,0.077,0.015,0.070,0.030,0.051,0.064,0.068,0.006,0.014,0.020,0.035,0.035,0.033,0.032,0.014,0.006,0.025,0.031,0.036,0.000
1435,5870,0.139,0.058,0.060,0.054,0.018,0.020,0.039,0.044,0.020,0.051,0.043,0.036,0.064,0.081,0.023,0.050,0.045,0.028,0.038,0.007,0.019,0.005,0.017,0.033
1436,2897,0.105,0.031,0.010,0.035,0.080,0.015,0.078,0.023,0.028,0.080,0.019,0.066,0.074,0.019,0.049,0.023,0.040,0.050,0.007,0.049,0.036,0.036,0.042,0.007
1437,3433,0.128,0.004,0.027,0.080,0.024,0.021,0.032,0.054,0.030,0.017,0.018,0.012,0.037,0.080,0.031,0.029,0.028,0.022,0.037,0.028,0.047,0.042,0.027,0.031
1438,2939,0.137,0.078,0.005,0.058,0.045,0.054,0.023,0.008,0.005,0.042,0.023,0.012,0.022,0.095,0.047,0.042,0.048,0.024,0.044,0.030,0.046,0.046,0.011,0.032
1439,3763,0.131,0.080,0.062,0.052,0.050,0.004,0.037,0.059,0.083,0.031,0.012,0.021,0.027,0.038,0.029,0.043,0.020,0.040,0.033,0.011,0.002,0.046,0.047,0.035
1440,3574,0.112,0.081,0.065,0.042,0.030,0.046,0.028,0.054,0.047,0.038,0.063,0.005,0.082,0.005,0.029,0.043,0.034,0.044,0.027,0.038,0.025,0.024,0.033,0.006
1441,5485,0.120,0.030,0.060,0.002,0.075,0.058,0.017,0.043,0.028,0.022,0.024,0.003,0.081,0.300,0.047,0.041,0.025,0.024,0.000,0.000,0.000,0.000,0.000,0.000
1442,4504,0.100,0.083,0.002,0.000,0.016,0.068,0.017,0.070,0.013,0.036,0.039,0.074,0.078,0.009,0.041,0.049,0.022,0.029,0.001,0.036,0.009,0.006,0.036,0.003
1443,3917,0.121,0.028,0.061,0.020,0.003,0.016,0.056,0.040,0.013,0.051,0.070,0.002,0.039,0.006,0.041,0.021,0.048,0.046,0.033,0.008,0.017,0.030,0.040,0.034
1444,5484,0.115,0.052,0.029,0.013,0.065,0.080,0.059,0.069,0.036,0.065,0.068,0.058,0.038,0.069,0.028,0.035,0.032,0.034,0.044,0.010,0.000,0.000,0.000,0.000
1445,3094,0.126,0.007,0.003,0.037,0.056,0.082,0.023,0.074,0.051,0.038,0.060,0.065,0.023,0.277,0.027,0.040,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000
